Date,Store_ID,Product_ID,Units_Sold,Price,Discount
2023-03-20,19,1038,17,570.73,0.21
2023-03-20,3,1098,17,308.51,0.28
2023-03-20,15,1094,16,197.68,0.08
2023-03-20,18,1099,12,401.53,0.01
2023-03-20,18,1005,13,82.53,0.22
2023-03-20,12,1061,2,142.03,0.03
2023-03-20,7,1009,3,66.27,0.13
2023-03-20,12,1083,2,589.36,0.03
2023-03-20,9,1051,16,69.05,0.15
2023-03-20,11,1098,3,117.26,0.19
2023-03-20,25,1026,10,444.06,0.02
2023-03-20,4,1080,14,495.09,0.27
2023-03-20,5,1015,16,85.1,0.08
2023-03-20,6,1044,16,76.32,0.16
2023-03-20,27,1020,5,587.19,0.25
2023-03-20,3,1068,19,420.18,0.07
2023-03-20,21,1066,15,272.67,0.21
2023-03-20,9,1017,0,363.4,0.15
2023-03-20,11,1013,12,419.44,0.02
2023-03-21,22,1006,19,110.77,0.03
2023-03-21,26,1071,4,92.56,0.28
2023-03-21,28,1067,6,368.58,0.05
2023-03-21,16,1026,12,56.01,0.08
2023-03-21,17,1058,8,288.51,0.25
2023-03-21,34,1029,8,441.01,0.28
2023-03-21,24,1081,12,459.2,0.03
2023-03-21,33,1021,16,528.07,0.01
2023-03-21,27,1012,14,115.77,0.22
2023-03-21,4,1045,12,139.57,0.03
2023-03-21,25,1091,16,388.1,0.19
2023-03-21,8,1061,0,257.47,0.01
2023-03-21,14,1067,8,539.12,0.08
2023-03-21,6,1034,0,156.4,0.1
2023-03-21,23,1082,13,520.35,0.1
2023-03-21,32,1062,8,27.95,0.07
2023-03-21,22,1024,5,438.67,0.12
2023-03-21,19,1002,18,369.74,0.15
2023-03-21,1,1045,1,73.23,0.15
2023-03-21,15,1050,8,198.51,0.06
2023-03-22,11,1068,6,40.47,0.23
2023-03-22,27,1059,16,450.29,0.29
2023-03-22,31,1099,8,584.3,0.23
2023-03-22,21,1016,18,58.95,0.1
2023-03-22,28,1082,13,264.7,0.09
2023-03-22,16,1085,0,77.89,0.17
2023-03-22,11,1066,18,187.95,0.21
2023-03-22,26,1087,7,142.92,0.2
2023-03-22,25,1022,13,311.72,0.07
2023-03-22,23,1070,14,291.35,0.06
2023-03-22,29,1016,9,307.24,0.21
2023-03-22,34,1004,19,254.59,0.19
2023-03-22,35,1047,0,568.65,0.26
2023-03-22,8,1018,2,387.0,0.15
2023-03-22,20,1066,3,396.46,0.14
2023-03-22,27,1011,4,84.28,0.22
2023-03-22,30,1094,19,358.95,0.1
2023-03-22,35,1039,7,224.05,0.21
2023-03-22,26,1052,4,369.87,0.06
2023-03-22,29,1079,16,181.54,0.2
2023-03-23,29,1019,8,501.64,0.09
2023-03-23,33,1089,3,119.14,0.23
2023-03-23,5,1072,16,512.08,0.2
2023-03-23,35,1078,15,386.37,0.06
2023-03-23,33,1083,1,389.19,0.07
2023-03-23,35,1085,18,385.32,0.08
2023-03-23,11,1011,17,431.92,0.27
2023-03-23,30,1063,18,391.47,0.12
2023-03-23,21,1060,1,246.86,0.14
2023-03-23,31,1010,14,266.4,0.29
2023-03-23,10,1018,10,91.66,0.26
2023-03-23,8,1031,7,123.05,0.28
2023-03-23,5,1007,19,583.81,0.15
2023-03-23,26,1003,8,325.93,0.04
2023-03-23,21,1045,4,45.05,0.18
2023-03-23,30,1069,6,486.48,0.16
2023-03-23,33,1027,13,50.12,0.12
2023-03-23,12,1003,6,522.61,0.09
2023-03-23,15,1083,18,127.4,0.07
2023-03-23,34,1007,9,502.39,0.11
2023-03-24,23,1058,19,586.12,0.07
2023-03-24,3,1002,5,540.25,0.12
2023-03-24,24,1012,16,55.97,0.16
2023-03-24,12,1096,16,498.91,0.23
2023-03-24,19,1026,10,528.93,0.19
2023-03-24,4,1047,11,181.84,0.24
2023-03-24,22,1071,1,369.26,0.07
2023-03-24,8,1038,7,551.62,0.09
2023-03-24,31,1100,19,384.88,0.08
2023-03-24,12,1037,4,312.07,0.25
2023-03-24,26,1006,8,553.34,0.19
2023-03-24,2,1029,13,222.13,0.14
2023-03-24,23,1100,6,496.25,0.18
2023-03-24,10,1100,15,515.65,0.03
2023-03-24,21,1035,14,291.57,0.08
2023-03-24,18,1051,0,143.2,0.26
2023-03-24,27,1089,8,72.97,0.26
2023-03-24,20,1092,10,318.26,0.27
2023-03-24,25,1037,14,514.93,0.02
2023-03-24,31,1053,8,491.91,0.27
2023-03-25,35,1021,14,230.72,0.06
2023-03-25,17,1012,19,204.28,0.08
2023-03-25,28,1060,2,225.18,0.0
2023-03-25,31,1063,0,591.17,0.18
2023-03-25,16,1062,5,288.34,0.06
2023-03-25,32,1100,8,185.08,0.1
2023-03-25,31,1031,18,462.79,0.11
2023-03-25,34,1001,2,34.73,0.17
2023-03-25,9,1030,17,550.78,0.28
2023-03-25,31,1072,17,240.28,0.03
2023-03-25,18,1019,18,565.4,0.25
2023-03-25,6,1017,13,151.25,0.08
2023-03-25,9,1055,3,262.52,0.08
2023-03-25,22,1040,4,204.38,0.3
2023-03-25,14,1026,5,210.05,0.04
2023-03-25,6,1003,0,174.21,0.0
2023-03-25,18,1023,3,51.14,0.14
2023-03-25,6,1034,11,190.81,0.09
2023-03-25,25,1074,6,553.4,0.17
2023-03-25,3,1022,3,174.27,0.26
2023-03-26,14,1092,15,497.32,0.03
2023-03-26,16,1052,18,379.5,0.22
2023-03-26,17,1072,7,261.75,0.13
2023-03-26,16,1016,9,258.97,0.07
2023-03-26,28,1045,3,308.29,0.19
2023-03-26,11,1040,13,226.76,0.14
2023-03-26,18,1012,13,487.92,0.18
2023-03-26,12,1027,5,256.97,0.19
2023-03-26,16,1050,11,520.91,0.03
2023-03-26,13,1072,5,241.23,0.17
2023-03-26,20,1058,3,502.84,0.05
2023-03-26,23,1019,7,134.9,0.23
2023-03-26,18,1036,0,168.06,0.07
2023-03-26,11,1018,15,58.63,0.25
2023-03-26,35,1079,1,410.35,0.19
2023-03-26,10,1053,18,333.09,0.12
2023-03-26,2,1082,19,400.69,0.22
2023-03-26,26,1062,4,94.35,0.12
2023-03-26,6,1033,3,271.36,0.24
2023-03-26,11,1035,6,132.34,0.1
2023-03-27,5,1023,1,278.87,0.04
2023-03-27,16,1068,15,79.52,0.23
2023-03-27,21,1080,11,500.68,0.02
2023-03-27,9,1054,6,251.89,0.01
2023-03-27,9,1070,11,421.81,0.29
2023-03-27,33,1032,1,299.3,0.13
2023-03-27,16,1050,17,395.23,0.26
2023-03-27,9,1094,12,596.74,0.2
2023-03-27,16,1002,18,305.61,0.09
2023-03-27,11,1078,14,324.07,0.25
2023-03-27,30,1031,7,562.98,0.15
2023-03-27,29,1027,17,430.32,0.05
2023-03-27,21,1038,10,56.48,0.1
2023-03-27,11,1019,0,28.23,0.18
2023-03-27,26,1043,18,17.04,0.22
2023-03-27,30,1014,0,297.02,0.01
2023-03-27,2,1050,6,123.95,0.22
2023-03-27,14,1074,8,433.07,0.11
2023-03-27,31,1052,9,187.52,0.27
2023-03-27,32,1084,3,431.58,0.05
2023-03-28,3,1012,8,473.01,0.2
2023-03-28,31,1014,2,211.64,0.07
2023-03-28,32,1059,9,461.7,0.02
2023-03-28,11,1009,6,127.64,0.23
2023-03-28,25,1005,15,119.5,0.12
2023-03-28,15,1048,3,522.29,0.05
2023-03-28,21,1080,8,409.52,0.06
2023-03-28,24,1051,5,392.66,0.11
2023-03-28,18,1086,17,507.86,0.27
2023-03-28,1,1009,12,203.05,0.08
2023-03-28,31,1023,17,69.75,0.08
2023-03-28,26,1026,12,32.02,0.28
2023-03-28,23,1035,10,216.61,0.21
2023-03-28,5,1019,10,309.43,0.23
2023-03-28,13,1057,11,192.24,0.17
2023-03-28,20,1077,8,257.98,0.23
2023-03-28,31,1039,14,208.05,0.22
2023-03-28,29,1052,1,436.39,0.24
2023-03-28,14,1061,14,448.66,0.23
2023-03-28,23,1028,15,141.47,0.09
2023-03-29,35,1069,6,529.77,0.14
2023-03-29,4,1058,15,249.63,0.18
2023-03-29,11,1096,3,52.94,0.08
2023-03-29,27,1042,4,38.2,0.08
2023-03-29,34,1004,11,333.06,0.08
2023-03-29,22,1065,17,334.2,0.1
2023-03-29,28,1052,5,592.4,0.19
2023-03-29,4,1013,5,553.11,0.09
2023-03-29,32,1039,0,478.46,0.03
2023-03-29,22,1062,13,589.13,0.23
2023-03-29,31,1099,5,541.8,0.17
2023-03-29,13,1054,6,317.04,0.03
2023-03-29,8,1054,6,297.42,0.15
2023-03-29,32,1062,12,215.0,0.29
2023-03-29,5,1067,1,333.18,0.05
2023-03-29,13,1071,9,173.06,0.28
2023-03-29,22,1084,15,327.22,0.14
2023-03-29,13,1031,6,202.93,0.0
2023-03-29,24,1072,14,528.6,0.27
2023-03-29,25,1095,13,123.97,0.12
2023-03-30,13,1032,16,342.57,0.09
2023-03-30,1,1040,17,109.85,0.17
2023-03-30,1,1052,3,358.28,0.11
2023-03-30,28,1090,19,276.62,0.11
2023-03-30,2,1054,4,559.86,0.25
2023-03-30,12,1058,2,99.77,0.03
2023-03-30,14,1012,19,590.63,0.05
2023-03-30,28,1007,14,431.33,0.28
2023-03-30,8,1074,14,252.61,0.06
2023-03-30,35,1066,14,45.99,0.23
2023-03-30,15,1091,15,412.63,0.15
2023-03-30,35,1025,4,322.25,0.27
2023-03-30,15,1082,5,329.89,0.05
2023-03-30,18,1048,0,491.6,0.14
2023-03-30,4,1014,13,228.93,0.04
2023-03-30,4,1074,19,191.53,0.14
2023-03-30,10,1092,14,82.37,0.07
2023-03-30,29,1015,9,192.02,0.29
2023-03-30,9,1051,16,36.13,0.18
2023-03-30,34,1049,9,210.68,0.1
2023-03-31,34,1073,1,37.28,0.26
2023-03-31,20,1006,17,573.2,0.28
2023-03-31,12,1041,1,326.59,0.07
2023-03-31,1,1052,14,414.83,0.07
2023-03-31,31,1084,6,287.68,0.26
2023-03-31,20,1096,8,411.38,0.03
2023-03-31,15,1017,18,524.97,0.15
2023-03-31,15,1037,17,55.63,0.18
2023-03-31,34,1019,4,560.39,0.09
2023-03-31,32,1045,15,263.17,0.07
2023-03-31,14,1054,0,531.04,0.01
2023-03-31,21,1004,8,536.02,0.11
2023-03-31,22,1012,3,29.86,0.1
2023-03-31,26,1091,12,336.24,0.28
2023-03-31,25,1095,15,186.5,0.24
2023-03-31,14,1089,6,404.52,0.05
2023-03-31,19,1043,4,446.0,0.01
2023-03-31,7,1080,7,209.36,0.13
2023-03-31,20,1018,4,566.19,0.21
2023-03-31,29,1004,6,554.33,0.27
2023-04-01,7,1033,14,191.49,0.2
2023-04-01,29,1089,4,403.67,0.15
2023-04-01,25,1054,15,76.48,0.11
2023-04-01,35,1023,4,576.4,0.17
2023-04-01,5,1054,2,317.67,0.12
2023-04-01,2,1082,5,596.37,0.15
2023-04-01,11,1065,9,593.15,0.24
2023-04-01,33,1091,17,582.81,0.21
2023-04-01,33,1086,11,180.02,0.03
2023-04-01,26,1047,0,556.95,0.1
2023-04-01,7,1055,11,70.48,0.26
2023-04-01,35,1004,12,547.16,0.09
2023-04-01,28,1092,7,541.48,0.09
2023-04-01,5,1005,4,53.76,0.09
2023-04-01,9,1029,13,60.93,0.25
2023-04-01,34,1037,16,367.62,0.19
2023-04-01,34,1092,3,231.3,0.04
2023-04-01,17,1075,4,515.91,0.11
2023-04-01,10,1087,3,138.87,0.27
2023-04-01,19,1008,6,40.2,0.05
2023-04-02,27,1082,8,497.95,0.02
2023-04-02,17,1060,5,296.68,0.09
2023-04-02,6,1060,15,44.52,0.01
2023-04-02,23,1076,5,359.34,0.08
2023-04-02,16,1005,14,413.38,0.29
2023-04-02,7,1035,3,172.08,0.06
2023-04-02,5,1071,16,156.2,0.21
2023-04-02,11,1065,14,599.94,0.26
2023-04-02,7,1055,8,142.53,0.17
2023-04-02,15,1066,7,576.66,0.17
2023-04-02,27,1045,15,271.29,0.14
2023-04-02,13,1068,19,22.08,0.21
2023-04-02,22,1052,15,220.81,0.09
2023-04-02,25,1069,15,532.85,0.04
2023-04-02,32,1068,5,26.42,0.07
2023-04-02,17,1041,12,270.49,0.27
2023-04-02,24,1073,9,504.43,0.05
2023-04-02,17,1071,11,287.57,0.2
2023-04-02,24,1037,13,289.7,0.27
2023-04-02,27,1067,1,388.16,0.21
2023-04-03,14,1072,1,356.54,0.02
2023-04-03,29,1069,10,343.03,0.18
2023-04-03,26,1005,14,440.08,0.06
2023-04-03,26,1037,14,18.77,0.05
2023-04-03,20,1027,6,255.53,0.07
2023-04-03,7,1083,9,176.57,0.12
2023-04-03,20,1060,10,569.8,0.0
2023-04-03,1,1099,2,207.61,0.14
2023-04-03,15,1075,17,374.93,0.05
2023-04-03,6,1051,17,97.51,0.17
2023-04-03,34,1030,18,278.21,0.21
2023-04-03,31,1059,14,209.5,0.19
2023-04-03,7,1084,11,145.91,0.16
2023-04-03,2,1034,16,598.14,0.01
2023-04-03,28,1055,14,449.64,0.04
2023-04-03,23,1066,13,302.62,0.1
2023-04-03,2,1018,16,567.57,0.17
2023-04-03,5,1064,11,256.12,0.28
2023-04-03,14,1052,1,426.71,0.12
2023-04-03,31,1026,18,163.84,0.27
2023-04-04,11,1008,11,21.85,0.09
2023-04-04,27,1072,14,175.23,0.29
2023-04-04,11,1022,2,126.34,0.26
2023-04-04,7,1076,18,403.43,0.07
2023-04-04,1,1085,1,287.58,0.05
2023-04-04,23,1001,7,253.85,0.17
2023-04-04,29,1068,17,220.96,0.11
2023-04-04,3,1094,3,524.93,0.09
2023-04-04,10,1076,8,418.79,0.18
2023-04-04,14,1009,15,70.27,0.22
2023-04-04,2,1018,15,327.36,0.07
2023-04-04,4,1098,13,243.38,0.0
2023-04-04,7,1081,12,565.51,0.05
2023-04-04,28,1016,9,532.14,0.1
2023-04-04,11,1085,7,316.27,0.05
2023-04-04,9,1035,1,454.63,0.24
2023-04-04,28,1011,1,382.9,0.19
2023-04-04,11,1012,10,355.34,0.04
2023-04-04,2,1008,18,360.41,0.2
2023-04-04,33,1029,4,545.27,0.0
2023-04-05,11,1075,12,176.59,0.21
2023-04-05,14,1029,18,187.96,0.27
2023-04-05,12,1048,18,22.51,0.09
2023-04-05,3,1013,8,125.91,0.24
2023-04-05,14,1072,18,257.39,0.13
2023-04-05,23,1021,17,183.2,0.04
2023-04-05,32,1075,12,482.81,0.04
2023-04-05,26,1005,3,41.02,0.24
2023-04-05,7,1074,1,485.66,0.21
2023-04-05,8,1046,17,459.35,0.1
2023-04-05,4,1099,13,582.73,0.17
2023-04-05,20,1029,14,245.61,0.01
2023-04-05,7,1077,7,149.8,0.07
2023-04-05,29,1093,5,22.93,0.16
2023-04-05,18,1095,15,126.76,0.19
2023-04-05,4,1030,0,389.31,0.25
2023-04-05,23,1048,6,533.93,0.1
2023-04-05,13,1085,0,367.22,0.17
2023-04-05,5,1061,6,526.85,0.17
2023-04-05,34,1034,19,184.8,0.14
2023-04-06,18,1020,5,113.66,0.03
2023-04-06,25,1041,8,506.47,0.02
2023-04-06,19,1074,18,388.88,0.06
2023-04-06,15,1088,3,523.63,0.03
2023-04-06,22,1003,12,17.56,0.16
2023-04-06,22,1083,17,265.93,0.03
2023-04-06,17,1067,6,502.23,0.05
2023-04-06,3,1077,8,511.06,0.22
2023-04-06,30,1029,7,159.2,0.28
2023-04-06,29,1029,0,516.41,0.22
2023-04-06,32,1014,4,542.01,0.1
2023-04-06,1,1006,16,25.73,0.11
2023-04-06,31,1036,8,86.49,0.16
2023-04-06,23,1031,16,57.19,0.06
2023-04-06,6,1020,14,127.04,0.26
2023-04-06,23,1079,13,553.37,0.26
2023-04-06,2,1016,18,551.85,0.18
2023-04-06,4,1062,15,126.21,0.14
2023-04-06,25,1077,4,318.24,0.15
2023-04-06,14,1075,1,229.96,0.15
2023-04-07,25,1094,12,329.46,0.06
2023-04-07,15,1032,19,33.9,0.04
2023-04-07,3,1077,17,555.19,0.09
2023-04-07,5,1002,16,512.34,0.07
2023-04-07,9,1064,10,139.56,0.22
2023-04-07,4,1061,8,545.97,0.29
2023-04-07,13,1098,18,311.45,0.1
2023-04-07,26,1010,16,121.03,0.3
2023-04-07,21,1054,14,404.14,0.28
2023-04-07,21,1056,8,572.84,0.22
2023-04-07,18,1099,14,203.67,0.22
2023-04-07,33,1036,7,168.12,0.28
2023-04-07,21,1031,16,16.46,0.25
2023-04-07,33,1004,8,482.86,0.11
2023-04-07,15,1042,2,114.98,0.11
2023-04-07,23,1076,7,519.86,0.01
2023-04-07,17,1054,4,463.31,0.01
2023-04-07,10,1090,14,391.24,0.19
2023-04-07,28,1080,11,118.02,0.28
2023-04-07,28,1037,0,333.38,0.01
2023-04-08,28,1015,0,358.81,0.07
2023-04-08,32,1028,8,85.41,0.27
2023-04-08,3,1048,7,333.13,0.2
2023-04-08,25,1060,15,347.78,0.08
2023-04-08,34,1061,19,86.89,0.1
2023-04-08,27,1096,9,117.49,0.13
2023-04-08,32,1024,2,119.21,0.03
2023-04-08,23,1007,16,292.54,0.26
2023-04-08,13,1082,13,276.44,0.28
2023-04-08,31,1039,3,446.85,0.23
2023-04-08,16,1033,15,589.62,0.29
2023-04-08,18,1005,14,356.46,0.06
2023-04-08,12,1012,8,72.35,0.27
2023-04-08,16,1004,17,180.85,0.26
2023-04-08,4,1059,1,426.44,0.21
2023-04-08,26,1026,3,505.0,0.15
2023-04-08,2,1016,12,523.94,0.0
2023-04-08,13,1015,2,222.8,0.01
2023-04-08,3,1072,10,128.49,0.25
2023-04-08,12,1069,0,124.68,0.25
2023-04-09,35,1061,14,382.3,0.24
2023-04-09,24,1035,5,356.59,0.19
2023-04-09,9,1026,2,379.51,0.06
2023-04-09,6,1032,14,153.8,0.15
2023-04-09,19,1078,3,363.91,0.13
2023-04-09,22,1066,19,393.45,0.07
2023-04-09,14,1007,14,405.58,0.06
2023-04-09,19,1001,3,453.89,0.11
2023-04-09,25,1086,10,49.45,0.25
2023-04-09,30,1094,15,225.65,0.14
2023-04-09,15,1063,15,549.85,0.08
2023-04-09,33,1036,12,171.08,0.16
2023-04-09,13,1088,7,494.53,0.2
2023-04-09,25,1097,8,313.56,0.05
2023-04-09,25,1079,8,118.96,0.3
2023-04-09,20,1044,15,236.65,0.06
2023-04-09,4,1024,2,456.78,0.01
2023-04-09,18,1040,10,366.66,0.02
2023-04-09,28,1045,7,521.02,0.23
2023-04-09,25,1041,4,287.72,0.29
2023-04-10,8,1087,2,303.53,0.13
2023-04-10,20,1067,7,283.71,0.2
2023-04-10,25,1039,4,310.92,0.19
2023-04-10,4,1041,13,463.19,0.09
2023-04-10,33,1022,0,335.19,0.14
2023-04-10,29,1044,5,149.44,0.03
2023-04-10,8,1078,14,273.0,0.27
2023-04-10,15,1006,0,590.67,0.09
2023-04-10,6,1002,2,187.13,0.14
2023-04-10,5,1089,5,230.23,0.0
2023-04-10,17,1046,14,154.93,0.09
2023-04-10,23,1010,16,322.83,0.11
2023-04-10,7,1076,7,293.2,0.21
2023-04-10,31,1068,11,223.69,0.3
2023-04-10,3,1076,12,319.48,0.3
2023-04-10,18,1033,5,330.55,0.16
2023-04-10,26,1004,5,568.04,0.22
2023-04-10,25,1020,0,324.17,0.26
2023-04-10,22,1095,0,86.14,0.08
2023-04-10,1,1048,18,112.58,0.01
2023-04-11,2,1006,0,164.18,0.07
2023-04-11,29,1060,1,212.02,0.19
2023-04-11,21,1034,3,18.4,0.24
2023-04-11,12,1044,19,232.27,0.18
2023-04-11,20,1052,10,314.98,0.22
2023-04-11,16,1012,15,567.51,0.0
2023-04-11,29,1092,9,196.58,0.14
2023-04-11,19,1015,0,167.4,0.12
2023-04-11,20,1073,5,195.4,0.11
2023-04-11,23,1083,6,585.37,0.21
2023-04-11,20,1084,18,300.82,0.13
2023-04-11,29,1060,5,187.93,0.23
2023-04-11,29,1095,12,177.97,0.08
2023-04-11,4,1094,4,32.08,0.18
2023-04-11,8,1081,13,242.29,0.19
2023-04-11,34,1062,12,27.81,0.07
2023-04-11,29,1006,13,217.05,0.13
2023-04-11,24,1077,0,121.66,0.18
2023-04-11,20,1070,11,72.16,0.14
2023-04-11,17,1015,6,102.05,0.16
2023-04-12,12,1032,11,324.08,0.01
2023-04-12,29,1073,10,264.28,0.06
2023-04-12,21,1035,15,316.85,0.18
2023-04-12,24,1020,14,444.97,0.02
2023-04-12,18,1060,8,507.99,0.15
2023-04-12,26,1075,9,571.0,0.06
2023-04-12,12,1016,3,481.05,0.18
2023-04-12,31,1035,16,271.87,0.22
2023-04-12,20,1071,4,509.09,0.29
2023-04-12,23,1032,16,480.51,0.23
2023-04-12,34,1078,2,585.47,0.06
2023-04-12,15,1083,10,293.57,0.28
2023-04-12,9,1005,18,304.69,0.18
2023-04-12,5,1022,12,142.56,0.08
2023-04-12,29,1080,3,61.66,0.04
2023-04-12,6,1022,7,403.83,0.17
2023-04-12,13,1099,5,406.26,0.18
2023-04-12,16,1065,9,549.43,0.2
2023-04-12,14,1090,17,265.73,0.07
2023-04-12,7,1045,18,535.42,0.19
2023-04-13,18,1088,0,425.35,0.04
2023-04-13,19,1013,9,533.89,0.06
2023-04-13,11,1067,7,94.11,0.06
2023-04-13,32,1014,11,165.46,0.15
2023-04-13,1,1055,12,191.71,0.17
2023-04-13,35,1095,9,238.64,0.12
2023-04-13,20,1028,2,505.54,0.05
2023-04-13,15,1083,4,473.0,0.25
2023-04-13,21,1060,18,545.56,0.17
2023-04-13,11,1057,2,350.4,0.01
2023-04-13,25,1021,17,481.37,0.13
2023-04-13,23,1024,14,181.41,0.23
2023-04-13,35,1078,8,334.48,0.11
2023-04-13,33,1044,3,361.14,0.2
2023-04-13,30,1017,5,571.63,0.08
2023-04-13,15,1001,12,357.3,0.22
2023-04-13,30,1019,1,88.98,0.23
2023-04-13,24,1011,1,300.57,0.07
2023-04-13,4,1094,6,357.77,0.06
2023-04-13,25,1074,19,368.67,0.05
2023-04-14,6,1086,16,229.42,0.04
2023-04-14,2,1082,6,514.9,0.28
2023-04-14,19,1073,11,518.31,0.06
2023-04-14,17,1075,17,51.46,0.11
2023-04-14,21,1078,14,511.24,0.1
2023-04-14,10,1017,11,157.57,0.19
2023-04-14,11,1013,0,109.01,0.14
2023-04-14,16,1087,9,161.63,0.28
2023-04-14,6,1047,3,364.14,0.18
2023-04-14,13,1061,19,152.51,0.17
2023-04-14,16,1063,14,105.06,0.09
2023-04-14,30,1067,16,306.49,0.21
2023-04-14,12,1008,11,484.49,0.28
2023-04-14,32,1050,16,304.78,0.04
2023-04-14,17,1049,1,467.3,0.14
2023-04-14,1,1069,6,464.26,0.02
2023-04-14,29,1084,14,307.9,0.12
2023-04-14,23,1073,18,220.2,0.09
2023-04-14,3,1098,1,116.15,0.19
2023-04-14,32,1099,7,189.32,0.05
2023-04-15,11,1039,18,360.08,0.21
2023-04-15,2,1038,4,468.57,0.14
2023-04-15,24,1077,0,329.49,0.08
2023-04-15,30,1028,18,182.35,0.02
2023-04-15,30,1034,6,116.29,0.04
2023-04-15,29,1010,18,148.07,0.12
2023-04-15,32,1079,2,194.97,0.15
2023-04-15,17,1010,0,305.27,0.21
2023-04-15,2,1074,0,207.27,0.24
2023-04-15,26,1015,0,448.93,0.26
2023-04-15,24,1016,15,53.2,0.24
2023-04-15,24,1013,10,169.18,0.07
2023-04-15,3,1055,15,254.92,0.13
2023-04-15,35,1037,12,318.67,0.23
2023-04-15,9,1061,18,278.96,0.29
2023-04-15,30,1063,4,192.2,0.23
2023-04-15,23,1006,3,567.33,0.02
2023-04-15,16,1055,1,427.86,0.17
2023-04-15,17,1096,14,493.55,0.0
2023-04-15,20,1050,14,258.89,0.11
2023-04-16,14,1039,13,460.05,0.05
2023-04-16,33,1081,19,174.12,0.24
2023-04-16,10,1023,17,554.6,0.21
2023-04-16,30,1077,19,298.17,0.19
2023-04-16,13,1096,16,564.41,0.01
2023-04-16,5,1032,12,77.8,0.01
2023-04-16,12,1034,15,275.89,0.16
2023-04-16,28,1070,12,23.91,0.21
2023-04-16,9,1057,15,528.99,0.2
2023-04-16,18,1013,10,531.86,0.21
2023-04-16,13,1089,8,189.1,0.3
2023-04-16,28,1012,13,441.93,0.14
2023-04-16,33,1058,2,490.75,0.15
2023-04-16,26,1042,12,243.96,0.0
2023-04-16,19,1022,0,89.51,0.03
2023-04-16,19,1083,11,425.24,0.19
2023-04-16,5,1024,13,478.9,0.15
2023-04-16,6,1076,19,380.6,0.07
2023-04-16,26,1065,15,283.26,0.19
2023-04-16,9,1005,19,86.8,0.15
2023-04-17,20,1058,12,488.36,0.09
2023-04-17,18,1063,0,129.24,0.19
2023-04-17,1,1036,5,82.1,0.11
2023-04-17,13,1075,5,498.78,0.05
2023-04-17,13,1033,12,588.34,0.29
2023-04-17,20,1017,17,39.04,0.12
2023-04-17,29,1078,4,284.05,0.2
2023-04-17,22,1060,10,272.47,0.08
2023-04-17,21,1080,8,551.72,0.27
2023-04-17,21,1049,9,77.59,0.13
2023-04-17,18,1021,18,365.9,0.16
2023-04-17,9,1018,12,553.56,0.23
2023-04-17,25,1054,15,58.61,0.14
2023-04-17,22,1033,8,180.29,0.09
2023-04-17,18,1063,13,516.28,0.24
2023-04-17,19,1077,0,540.91,0.14
2023-04-17,32,1079,10,581.52,0.06
2023-04-17,22,1042,17,157.06,0.28
2023-04-17,1,1063,16,310.35,0.15
2023-04-17,19,1014,2,255.82,0.27
2023-04-18,26,1010,2,100.72,0.06
2023-04-18,35,1080,8,329.79,0.07
2023-04-18,21,1095,13,145.93,0.22
2023-04-18,20,1052,1,323.02,0.24
2023-04-18,6,1007,11,571.12,0.04
2023-04-18,29,1083,3,77.9,0.13
2023-04-18,34,1028,8,594.76,0.17
2023-04-18,29,1009,12,371.5,0.18
2023-04-18,22,1031,2,293.52,0.1
2023-04-18,10,1009,11,46.11,0.27
2023-04-18,8,1050,19,265.22,0.17
2023-04-18,33,1092,0,481.66,0.03
2023-04-18,6,1007,8,422.29,0.29
2023-04-18,35,1099,19,148.11,0.27
2023-04-18,35,1047,13,240.7,0.21
2023-04-18,11,1040,8,344.05,0.04
2023-04-18,23,1015,18,212.34,0.29
2023-04-18,18,1021,14,193.75,0.01
2023-04-18,20,1059,8,584.86,0.25
2023-04-18,4,1010,2,411.48,0.06
2023-04-19,7,1038,7,405.77,0.19
2023-04-19,28,1028,13,480.84,0.27
2023-04-19,22,1055,5,398.33,0.08
2023-04-19,12,1095,6,150.02,0.21
2023-04-19,14,1058,11,261.69,0.03
2023-04-19,16,1064,4,378.02,0.2
2023-04-19,28,1009,11,446.67,0.12
2023-04-19,26,1074,16,503.44,0.14
2023-04-19,8,1030,14,358.33,0.06
2023-04-19,9,1050,12,481.92,0.02
2023-04-19,13,1078,16,126.48,0.03
2023-04-19,20,1078,17,372.63,0.22
2023-04-19,24,1004,8,596.57,0.13
2023-04-19,30,1016,6,281.72,0.26
2023-04-19,13,1041,19,276.59,0.2
2023-04-19,19,1087,14,264.0,0.16
2023-04-19,35,1090,2,26.98,0.19
2023-04-19,20,1076,5,285.74,0.28
2023-04-19,29,1099,16,338.41,0.23
2023-04-19,28,1070,19,375.93,0.09
2023-04-20,13,1011,18,234.32,0.13
2023-04-20,3,1098,2,493.38,0.28
2023-04-20,16,1045,1,67.87,0.23
2023-04-20,33,1078,9,412.4,0.03
2023-04-20,20,1030,14,337.61,0.05
2023-04-20,35,1024,0,544.29,0.25
2023-04-20,26,1029,7,354.2,0.3
2023-04-20,5,1036,12,499.26,0.3
2023-04-20,2,1088,3,165.82,0.17
2023-04-20,30,1037,10,310.44,0.07
2023-04-20,26,1079,13,190.06,0.19
2023-04-20,4,1019,7,70.07,0.25
2023-04-20,35,1072,4,206.47,0.21
2023-04-20,24,1011,9,492.69,0.3
2023-04-20,23,1084,10,248.58,0.22
2023-04-20,13,1060,16,420.14,0.09
