Product_ID,Store_ID,Product_Name,Category,Units_On_Hand,Reorder_Level,Safety_Stock,Shelf_Life
1016,31,Product_1016,Beverages,183,47,46,36
1016,32,Product_1016,Packaged Food,55,84,10,76
1016,33,Product_1016,Personal Care,156,93,27,155
1016,34,Product_1016,Personal Care,48,57,14,205
1016,35,Product_1016,Beverages,64,50,13,142
1017,1,Product_1017,Packaged Food,177,88,39,96
1017,2,Product_1017,Personal Care,44,23,35,184
1017,3,Product_1017,Beverages,106,83,36,263
1017,4,Product_1017,Personal Care,49,25,24,274
1017,5,Product_1017,Beverages,169,56,46,64
1017,6,Product_1017,Personal Care,133,87,27,230
1017,7,Product_1017,Packaged Food,28,96,26,138
1017,8,Product_1017,Beverages,67,88,46,334
1017,9,Product_1017,Packaged Food,161,72,32,71
1017,10,Product_1017,Beverages,159,70,30,50
1017,11,Product_1017,Personal Care,102,87,10,121
1017,12,Product_1017,Personal Care,23,32,43,168
1017,13,Product_1017,Personal Care,16,43,28,194
1017,14,Product_1017,Personal Care,84,27,37,34
1017,15,Product_1017,Packaged Food,100,55,28,93
1017,16,Product_1017,Personal Care,116,30,21,275
1017,17,Product_1017,Packaged Food,138,24,26,213
1017,18,Product_1017,Packaged Food,45,31,15,46
1017,19,Product_1017,Personal Care,146,45,41,99
1017,20,Product_1017,Personal Care,182,94,42,245
1017,21,Product_1017,Personal Care,142,46,20,221
1017,22,Product_1017,Packaged Food,178,72,23,248
1017,23,Product_1017,Beverages,91,70,13,192
1017,24,Product_1017,Personal Care,72,91,26,254
1017,25,Product_1017,Personal Care,62,57,12,354
1017,26,Product_1017,Packaged Food,174,80,40,237
1017,27,Product_1017,Beverages,21,62,12,83
1017,28,Product_1017,Beverages,41,83,30,233
1017,29,Product_1017,Beverages,168,43,44,213
1017,30,Product_1017,Beverages,56,66,44,48
1017,31,Product_1017,Beverages,7,45,49,356
1017,32,Product_1017,Beverages,134,86,10,321
1017,33,Product_1017,Packaged Food,36,20,24,66
1017,34,Product_1017,Packaged Food,135,24,18,156
1017,35,Product_1017,Packaged Food,163,54,11,220
1018,1,Product_1018,Personal Care,8,53,23,289
1018,2,Product_1018,Beverages,101,94,44,101
1018,3,Product_1018,Personal Care,141,79,22,202
1018,4,Product_1018,Beverages,44,80,28,152
1018,5,Product_1018,Beverages,15,85,49,174
1018,6,Product_1018,Personal Care,161,35,47,217
1018,7,Product_1018,Beverages,193,32,40,319
1018,8,Product_1018,Personal Care,194,27,32,149
1018,9,Product_1018,Beverages,54,46,38,260
1018,10,Product_1018,Packaged Food,38,84,26,262
1018,11,Product_1018,Beverages,180,32,30,82
1018,12,Product_1018,Personal Care,56,44,31,60
1018,13,Product_1018,Packaged Food,182,42,41,103
1018,14,Product_1018,Beverages,199,73,29,189
1018,15,Product_1018,Beverages,13,69,37,82
1018,16,Product_1018,Personal Care,21,49,13,234
1018,17,Product_1018,Personal Care,7,31,40,319
1018,18,Product_1018,Beverages,97,94,21,78
1018,19,Product_1018,Personal Care,184,45,27,125
1018,20,Product_1018,Beverages,37,69,17,354
1018,21,Product_1018,Packaged Food,63,48,37,168
1018,22,Product_1018,Packaged Food,64,38,18,191
1018,23,Product_1018,Beverages,142,70,22,112
1018,24,Product_1018,Packaged Food,197,75,21,208
1018,25,Product_1018,Packaged Food,144,77,32,247
1018,26,Product_1018,Packaged Food,160,79,36,246
1018,27,Product_1018,Personal Care,137,66,32,242
1018,28,Product_1018,Packaged Food,12,52,33,40
1018,29,Product_1018,Packaged Food,195,66,34,123
1018,30,Product_1018,Packaged Food,20,31,46,327
1018,31,Product_1018,Packaged Food,100,67,48,57
1018,32,Product_1018,Packaged Food,98,66,27,285
1018,33,Product_1018,Beverages,104,90,22,239
1018,34,Product_1018,Packaged Food,140,50,11,45
1018,35,Product_1018,Packaged Food,72,57,20,339
1019,1,Product_1019,Beverages,99,64,43,245
1019,2,Product_1019,Personal Care,35,37,12,57
1019,3,Product_1019,Beverages,171,40,37,339
1019,4,Product_1019,Beverages,64,40,44,42
1019,5,Product_1019,Packaged Food,48,73,19,82
1019,6,Product_1019,Personal Care,52,93,22,194
1019,7,Product_1019,Beverages,23,21,31,167
1019,8,Product_1019,Personal Care,152,22,47,46
1019,9,Product_1019,Beverages,115,43,38,200
1019,10,Product_1019,Packaged Food,121,79,35,259
1019,11,Product_1019,Packaged Food,83,47,25,204
1019,12,Product_1019,Packaged Food,103,77,21,312
1019,13,Product_1019,Beverages,180,61,39,262
1019,14,Product_1019,Beverages,164,25,16,253
1019,15,Product_1019,Packaged Food,152,52,16,273
1019,16,Product_1019,Packaged Food,125,31,25,237
1019,17,Product_1019,Personal Care,116,96,16,257
1019,18,Product_1019,Personal Care,50,92,41,360
1019,19,Product_1019,Packaged Food,199,64,31,88
1019,20,Product_1019,Personal Care,156,48,43,255
1019,21,Product_1019,Packaged Food,78,63,35,33
1019,22,Product_1019,Beverages,103,28,14,341
1019,23,Product_1019,Beverages,74,34,41,57
1019,24,Product_1019,Beverages,16,78,35,228
1019,25,Product_1019,Beverages,184,45,34,330
1019,26,Product_1019,Personal Care,10,96,17,97
1019,27,Product_1019,Personal Care,94,47,20,350
1019,28,Product_1019,Packaged Food,174,71,47,245
1019,29,Product_1019,Beverages,187,76,40,203
1019,30,Product_1019,Beverages,25,24,29,337
1019,31,Product_1019,Packaged Food,53,52,47,255
1019,32,Product_1019,Personal Care,60,40,14,323
1019,33,Product_1019,Beverages,85,81,27,107
1019,34,Product_1019,Beverages,45,32,40,251
1019,35,Product_1019,Personal Care,5,27,42,238
1020,1,Product_1020,Personal Care,76,69,20,185
1020,2,Product_1020,Beverages,168,35,13,281
1020,3,Product_1020,Personal Care,89,81,21,168
1020,4,Product_1020,Packaged Food,88,37,28,340
1020,5,Product_1020,Beverages,117,45,15,289
1020,6,Product_1020,Personal Care,28,78,43,302
1020,7,Product_1020,Personal Care,42,99,11,276
1020,8,Product_1020,Packaged Food,105,27,39,123
1020,9,Product_1020,Packaged Food,170,58,26,216
1020,10,Product_1020,Beverages,85,63,18,103
1020,11,Product_1020,Packaged Food,155,61,30,245
1020,12,Product_1020,Beverages,103,85,17,120
1020,13,Product_1020,Beverages,100,46,38,170
1020,14,Product_1020,Packaged Food,9,28,36,63
1020,15,Product_1020,Personal Care,128,51,34,122
1020,16,Product_1020,Personal Care,66,39,39,192
1020,17,Product_1020,Personal Care,112,97,26,303
1020,18,Product_1020,Packaged Food,115,72,36,111
1020,19,Product_1020,Packaged Food,113,20,35,145
1020,20,Product_1020,Personal Care,9,78,20,70
1020,21,Product_1020,Packaged Food,132,84,26,307
1020,22,Product_1020,Beverages,168,87,14,285
1020,23,Product_1020,Personal Care,55,70,30,128
1020,24,Product_1020,Beverages,114,38,16,332
1020,25,Product_1020,Personal Care,70,45,49,162
1020,26,Product_1020,Packaged Food,131,42,29,271
1020,27,Product_1020,Packaged Food,135,60,28,141
1020,28,Product_1020,Personal Care,45,47,36,353
1020,29,Product_1020,Beverages,14,56,10,224
1020,30,Product_1020,Personal Care,23,46,49,218
1020,31,Product_1020,Beverages,23,43,13,352
1020,32,Product_1020,Beverages,184,68,32,210
1020,33,Product_1020,Personal Care,108,88,40,283
1020,34,Product_1020,Packaged Food,61,60,15,342
1020,35,Product_1020,Beverages,167,26,48,114
1021,1,Product_1021,Packaged Food,2,70,31,332
1021,2,Product_1021,Beverages,163,60,14,343
1021,3,Product_1021,Beverages,29,81,46,54
1021,4,Product_1021,Personal Care,178,97,45,68
1021,5,Product_1021,Beverages,53,40,17,270
1021,6,Product_1021,Personal Care,30,61,19,61
1021,7,Product_1021,Personal Care,161,28,26,168
1021,8,Product_1021,Beverages,16,87,34,152
1021,9,Product_1021,Packaged Food,100,84,34,80
1021,10,Product_1021,Packaged Food,126,85,49,300
1021,11,Product_1021,Personal Care,122,89,10,196
1021,12,Product_1021,Packaged Food,125,76,26,280
1021,13,Product_1021,Packaged Food,72,32,15,291
1021,14,Product_1021,Packaged Food,2,82,21,204
1021,15,Product_1021,Packaged Food,182,83,10,300
1021,16,Product_1021,Beverages,112,62,44,107
1021,17,Product_1021,Beverages,32,33,43,218
1021,18,Product_1021,Personal Care,131,78,38,197
1021,19,Product_1021,Personal Care,192,88,36,42
1021,20,Product_1021,Beverages,146,95,25,72
1021,21,Product_1021,Beverages,88,39,40,180
1021,22,Product_1021,Beverages,119,41,46,357
1021,23,Product_1021,Personal Care,183,86,25,112
1021,24,Product_1021,Personal Care,71,31,20,312
1021,25,Product_1021,Packaged Food,133,24,37,363
1021,26,Product_1021,Packaged Food,117,78,42,347
1021,27,Product_1021,Beverages,111,38,31,226
1021,28,Product_1021,Personal Care,193,66,48,318
1021,29,Product_1021,Packaged Food,83,73,16,108
1021,30,Product_1021,Personal Care,13,38,38,277
1021,31,Product_1021,Packaged Food,23,82,19,86
1021,32,Product_1021,Beverages,61,48,19,46
1021,33,Product_1021,Beverages,5,77,14,347
1021,34,Product_1021,Packaged Food,196,60,36,206
1021,35,Product_1021,Personal Care,130,29,43,320
1022,1,Product_1022,Beverages,123,43,19,195
1022,2,Product_1022,Beverages,153,62,48,248
1022,3,Product_1022,Packaged Food,19,60,29,137
1022,4,Product_1022,Personal Care,83,85,39,338
1022,5,Product_1022,Beverages,149,86,15,236
1022,6,Product_1022,Personal Care,9,92,42,77
1022,7,Product_1022,Beverages,186,78,11,94
1022,8,Product_1022,Personal Care,153,29,24,344
1022,9,Product_1022,Beverages,178,67,30,277
1022,10,Product_1022,Beverages,99,49,34,313
1022,11,Product_1022,Packaged Food,112,64,13,36
1022,12,Product_1022,Packaged Food,136,55,28,167
1022,13,Product_1022,Packaged Food,45,51,41,291
1022,14,Product_1022,Beverages,144,93,36,83
1022,15,Product_1022,Beverages,162,44,37,300
1022,16,Product_1022,Packaged Food,122,92,36,277
1022,17,Product_1022,Packaged Food,42,60,29,197
1022,18,Product_1022,Personal Care,112,42,41,76
1022,19,Product_1022,Personal Care,109,88,43,325
1022,20,Product_1022,Personal Care,60,69,12,347
1022,21,Product_1022,Beverages,160,94,25,123
1022,22,Product_1022,Personal Care,137,57,28,193
1022,23,Product_1022,Personal Care,62,96,12,350
1022,24,Product_1022,Personal Care,119,27,26,102
1022,25,Product_1022,Packaged Food,133,58,37,211
1022,26,Product_1022,Packaged Food,136,75,30,287
1022,27,Product_1022,Packaged Food,57,79,47,197
1022,28,Product_1022,Beverages,106,56,24,121
1022,29,Product_1022,Beverages,97,82,31,168
1022,30,Product_1022,Beverages,184,96,13,243
1022,31,Product_1022,Personal Care,60,73,33,353
1022,32,Product_1022,Personal Care,128,74,12,271
1022,33,Product_1022,Packaged Food,128,57,30,162
1022,34,Product_1022,Packaged Food,91,40,16,138
1022,35,Product_1022,Personal Care,83,54,13,98
1023,1,Product_1023,Packaged Food,195,31,36,341
1023,2,Product_1023,Beverages,22,44,30,90
1023,3,Product_1023,Personal Care,121,71,33,182
1023,4,Product_1023,Packaged Food,54,65,41,84
1023,5,Product_1023,Packaged Food,35,68,48,126
1023,6,Product_1023,Packaged Food,60,28,15,138
1023,7,Product_1023,Personal Care,38,41,14,116
1023,8,Product_1023,Packaged Food,75,99,12,342
1023,9,Product_1023,Personal Care,28,56,32,170
1023,10,Product_1023,Beverages,115,42,26,276
1023,11,Product_1023,Packaged Food,193,25,27,123
1023,12,Product_1023,Beverages,32,49,26,155
1023,13,Product_1023,Personal Care,159,61,23,151
1023,14,Product_1023,Beverages,114,55,43,230
1023,15,Product_1023,Beverages,27,30,23,196
1023,16,Product_1023,Personal Care,46,38,24,181
1023,17,Product_1023,Personal Care,136,66,42,48
1023,18,Product_1023,Personal Care,73,59,10,170
1023,19,Product_1023,Beverages,128,53,38,268
1023,20,Product_1023,Packaged Food,47,68,38,324
1023,21,Product_1023,Beverages,16,90,22,354
1023,22,Product_1023,Beverages,48,86,16,343
1023,23,Product_1023,Packaged Food,102,72,10,270
1023,24,Product_1023,Beverages,16,62,34,280
1023,25,Product_1023,Packaged Food,130,98,38,146
1023,26,Product_1023,Personal Care,159,45,25,54
1023,27,Product_1023,Beverages,155,92,10,122
1023,28,Product_1023,Packaged Food,85,99,16,235
1023,29,Product_1023,Packaged Food,82,38,11,300
1023,30,Product_1023,Personal Care,138,72,39,86
1023,31,Product_1023,Beverages,178,67,11,253
1023,32,Product_1023,Beverages,5,95,49,321
1023,33,Product_1023,Personal Care,115,76,27,351
1023,34,Product_1023,Packaged Food,44,98,29,250
1023,35,Product_1023,Personal Care,66,22,23,349
1024,1,Product_1024,Personal Care,182,81,13,89
1024,2,Product_1024,Personal Care,121,49,11,91
1024,3,Product_1024,Packaged Food,136,50,43,346
1024,4,Product_1024,Personal Care,47,44,45,165
1024,5,Product_1024,Packaged Food,57,64,48,343
1024,6,Product_1024,Packaged Food,98,83,38,88
1024,7,Product_1024,Personal Care,91,28,37,244
1024,8,Product_1024,Personal Care,130,40,35,321
1024,9,Product_1024,Beverages,61,61,21,199
1024,10,Product_1024,Packaged Food,12,30,25,37
1024,11,Product_1024,Personal Care,56,59,11,123
1024,12,Product_1024,Beverages,137,63,20,236
1024,13,Product_1024,Packaged Food,1,69,21,308
1024,14,Product_1024,Beverages,61,81,47,268
1024,15,Product_1024,Personal Care,165,86,39,90
1024,16,Product_1024,Packaged Food,172,47,30,139
1024,17,Product_1024,Packaged Food,154,26,31,103
1024,18,Product_1024,Personal Care,180,98,24,308
1024,19,Product_1024,Personal Care,69,95,42,57
1024,20,Product_1024,Packaged Food,164,82,31,99
1024,21,Product_1024,Packaged Food,148,54,24,34
1024,22,Product_1024,Beverages,177,67,15,246
1024,23,Product_1024,Beverages,186,48,16,133
1024,24,Product_1024,Packaged Food,145,21,17,360
1024,25,Product_1024,Packaged Food,181,57,36,305
1024,26,Product_1024,Personal Care,188,50,36,90
1024,27,Product_1024,Beverages,194,54,40,172
1024,28,Product_1024,Packaged Food,12,54,20,216
1024,29,Product_1024,Packaged Food,181,94,39,333
1024,30,Product_1024,Packaged Food,34,57,40,143
1024,31,Product_1024,Packaged Food,99,51,24,285
1024,32,Product_1024,Personal Care,185,22,25,226
1024,33,Product_1024,Packaged Food,124,29,28,54
1024,34,Product_1024,Packaged Food,28,38,11,103
1024,35,Product_1024,Packaged Food,170,44,29,77
1025,1,Product_1025,Personal Care,86,43,20,139
1025,2,Product_1025,Beverages,182,47,14,220
1025,3,Product_1025,Personal Care,132,70,30,297
1025,4,Product_1025,Beverages,131,61,29,195
1025,5,Product_1025,Packaged Food,13,94,41,218
1025,6,Product_1025,Beverages,154,74,27,104
1025,7,Product_1025,Packaged Food,171,24,32,88
1025,8,Product_1025,Personal Care,88,73,19,350
1025,9,Product_1025,Personal Care,3,84,24,133
1025,10,Product_1025,Beverages,174,65,23,141
1025,11,Product_1025,Packaged Food,118,78,24,297
1025,12,Product_1025,Beverages,19,57,12,185
1025,13,Product_1025,Beverages,93,32,22,351
1025,14,Product_1025,Packaged Food,176,85,45,55
1025,15,Product_1025,Personal Care,199,59,31,177
1025,16,Product_1025,Packaged Food,39,49,26,157
1025,17,Product_1025,Personal Care,143,65,16,74
1025,18,Product_1025,Personal Care,183,67,36,210
1025,19,Product_1025,Personal Care,87,92,44,208
1025,20,Product_1025,Packaged Food,118,76,17,236
1025,21,Product_1025,Personal Care,116,39,48,338
1025,22,Product_1025,Personal Care,11,68,26,93
1025,23,Product_1025,Beverages,93,48,28,40
1025,24,Product_1025,Beverages,177,90,43,280
1025,25,Product_1025,Beverages,101,29,41,81
1025,26,Product_1025,Personal Care,83,22,46,155
1025,27,Product_1025,Packaged Food,39,91,49,265
1025,28,Product_1025,Personal Care,103,30,17,122
1025,29,Product_1025,Beverages,55,79,19,68
1025,30,Product_1025,Packaged Food,163,32,41,65
1025,31,Product_1025,Packaged Food,25,23,40,195
1025,32,Product_1025,Personal Care,87,41,11,60
1025,33,Product_1025,Personal Care,10,65,41,219
1025,34,Product_1025,Packaged Food,191,29,49,157
1025,35,Product_1025,Beverages,151,63,32,174
1026,1,Product_1026,Packaged Food,56,74,43,294
1026,2,Product_1026,Beverages,140,67,27,135
1026,3,Product_1026,Personal Care,62,58,22,61
1026,4,Product_1026,Packaged Food,39,39,35,248
1026,5,Product_1026,Packaged Food,81,96,25,230
1026,6,Product_1026,Personal Care,75,63,47,240
1026,7,Product_1026,Personal Care,47,37,25,324
1026,8,Product_1026,Personal Care,88,81,49,258
1026,9,Product_1026,Beverages,76,79,35,299
1026,10,Product_1026,Personal Care,53,23,48,101
1026,11,Product_1026,Packaged Food,76,51,47,220
1026,12,Product_1026,Beverages,119,72,39,160
1026,13,Product_1026,Packaged Food,149,57,17,276
1026,14,Product_1026,Beverages,184,25,23,61
1026,15,Product_1026,Personal Care,137,22,21,206
1026,16,Product_1026,Personal Care,30,88,34,156
1026,17,Product_1026,Packaged Food,30,41,13,42
1026,18,Product_1026,Packaged Food,126,61,29,234
1026,19,Product_1026,Packaged Food,181,55,42,302
1026,20,Product_1026,Beverages,71,42,17,293
1026,21,Product_1026,Personal Care,110,78,22,258
1026,22,Product_1026,Packaged Food,155,80,25,31
1026,23,Product_1026,Beverages,144,49,48,42
1026,24,Product_1026,Beverages,93,32,30,123
1026,25,Product_1026,Packaged Food,111,74,26,145
1026,26,Product_1026,Personal Care,179,93,40,82
1026,27,Product_1026,Personal Care,127,71,39,342
1026,28,Product_1026,Packaged Food,181,20,44,360
1026,29,Product_1026,Beverages,8,51,24,169
1026,30,Product_1026,Packaged Food,184,27,17,184
1026,31,Product_1026,Beverages,11,84,49,71
1026,32,Product_1026,Beverages,114,30,48,200
1026,33,Product_1026,Personal Care,16,51,38,242
1026,34,Product_1026,Packaged Food,167,42,15,131
1026,35,Product_1026,Packaged Food,191,73,17,262
1027,1,Product_1027,Packaged Food,114,30,33,334
1027,2,Product_1027,Packaged Food,114,85,49,185
1027,3,Product_1027,Personal Care,16,25,28,213
1027,4,Product_1027,Beverages,27,85,47,148
1027,5,Product_1027,Packaged Food,114,87,31,247
1027,6,Product_1027,Packaged Food,42,55,22,337
1027,7,Product_1027,Beverages,31,79,28,215
1027,8,Product_1027,Personal Care,103,75,37,239
1027,9,Product_1027,Packaged Food,190,95,17,237
1027,10,Product_1027,Beverages,131,57,36,166
1027,11,Product_1027,Personal Care,143,75,21,316
1027,12,Product_1027,Personal Care,141,44,43,96
1027,13,Product_1027,Beverages,151,92,35,39
1027,14,Product_1027,Personal Care,66,43,14,224
1027,15,Product_1027,Beverages,26,99,24,192
1027,16,Product_1027,Packaged Food,180,63,35,204
1027,17,Product_1027,Beverages,94,69,29,169
1027,18,Product_1027,Personal Care,131,67,10,275
1027,19,Product_1027,Packaged Food,65,49,12,178
1027,20,Product_1027,Packaged Food,83,68,31,323
1027,21,Product_1027,Packaged Food,142,71,24,331
1027,22,Product_1027,Packaged Food,20,24,15,142
1027,23,Product_1027,Personal Care,111,66,32,120
1027,24,Product_1027,Beverages,148,42,12,69
1027,25,Product_1027,Beverages,137,71,17,232
1027,26,Product_1027,Packaged Food,191,24,46,85
1027,27,Product_1027,Personal Care,101,88,18,88
1027,28,Product_1027,Beverages,192,79,39,296
1027,29,Product_1027,Personal Care,89,96,17,249
1027,30,Product_1027,Beverages,93,92,48,252
1027,31,Product_1027,Beverages,183,53,40,81
1027,32,Product_1027,Packaged Food,75,20,31,69
1027,33,Product_1027,Packaged Food,110,20,10,278
1027,34,Product_1027,Personal Care,181,61,30,364
1027,35,Product_1027,Packaged Food,21,57,44,237
1028,1,Product_1028,Beverages,174,36,26,119
1028,2,Product_1028,Packaged Food,144,57,26,107
1028,3,Product_1028,Packaged Food,5,54,23,268
1028,4,Product_1028,Packaged Food,142,73,36,298
1028,5,Product_1028,Packaged Food,158,54,15,226
1028,6,Product_1028,Beverages,57,68,32,246
1028,7,Product_1028,Beverages,25,66,14,49
1028,8,Product_1028,Beverages,197,78,27,302
1028,9,Product_1028,Packaged Food,13,97,22,73
1028,10,Product_1028,Personal Care,142,38,44,129
1028,11,Product_1028,Personal Care,159,67,49,346
1028,12,Product_1028,Packaged Food,144,90,10,317
1028,13,Product_1028,Packaged Food,197,77,23,268
1028,14,Product_1028,Beverages,67,59,25,249
1028,15,Product_1028,Beverages,131,64,35,313
1028,16,Product_1028,Packaged Food,193,50,12,275
1028,17,Product_1028,Personal Care,170,50,18,74
1028,18,Product_1028,Beverages,7,90,48,154
1028,19,Product_1028,Packaged Food,29,93,47,175
1028,20,Product_1028,Beverages,196,58,43,200
1028,21,Product_1028,Beverages,172,42,14,151
1028,22,Product_1028,Packaged Food,107,23,38,35
1028,23,Product_1028,Beverages,145,34,49,125
1028,24,Product_1028,Packaged Food,5,82,12,135
1028,25,Product_1028,Personal Care,42,36,41,326
1028,26,Product_1028,Personal Care,132,51,31,320
1028,27,Product_1028,Beverages,192,41,20,280
1028,28,Product_1028,Beverages,2,28,21,116
1028,29,Product_1028,Beverages,17,92,32,231
1028,30,Product_1028,Personal Care,124,66,14,76
1028,31,Product_1028,Personal Care,29,44,37,266
1028,32,Product_1028,Personal Care,24,93,23,343
1028,33,Product_1028,Beverages,118,60,34,363
1028,34,Product_1028,Personal Care,115,67,43,295
1028,35,Product_1028,Personal Care,10,40,31,202
1029,1,Product_1029,Personal Care,191,83,11,361
1029,2,Product_1029,Packaged Food,41,73,20,301
1029,3,Product_1029,Packaged Food,17,78,35,173
1029,4,Product_1029,Beverages,184,66,21,217
1029,5,Product_1029,Packaged Food,131,21,35,344
1029,6,Product_1029,Personal Care,26,98,17,292
1029,7,Product_1029,Personal Care,110,65,49,41
1029,8,Product_1029,Packaged Food,42,36,26,321
1029,9,Product_1029,Packaged Food,7,88,35,237
1029,10,Product_1029,Beverages,92,66,21,130
1029,11,Product_1029,Beverages,150,35,23,100
1029,12,Product_1029,Packaged Food,179,56,38,224
1029,13,Product_1029,Personal Care,174,65,28,135
1029,14,Product_1029,Packaged Food,63,56,36,340
1029,15,Product_1029,Packaged Food,147,44,15,348
1029,16,Product_1029,Beverages,149,35,27,59
1029,17,Product_1029,Packaged Food,18,53,22,347
1029,18,Product_1029,Beverages,99,41,45,358
1029,19,Product_1029,Personal Care,146,57,15,145
1029,20,Product_1029,Personal Care,78,76,29,38
1029,21,Product_1029,Beverages,81,24,29,155
1029,22,Product_1029,Personal Care,164,41,13,329
1029,23,Product_1029,Beverages,76,61,18,135
1029,24,Product_1029,Personal Care,134,87,28,188
1029,25,Product_1029,Personal Care,184,80,40,124
1029,26,Product_1029,Packaged Food,31,85,19,159
1029,27,Product_1029,Beverages,59,36,41,173
1029,28,Product_1029,Beverages,166,50,33,158
1029,29,Product_1029,Personal Care,118,23,16,335
1029,30,Product_1029,Personal Care,91,84,37,210
1029,31,Product_1029,Beverages,198,21,33,289
1029,32,Product_1029,Personal Care,153,94,49,335
1029,33,Product_1029,Personal Care,74,86,21,224
1029,34,Product_1029,Beverages,26,73,11,334
1029,35,Product_1029,Beverages,59,73,39,113
1030,1,Product_1030,Beverages,27,44,41,295
1030,2,Product_1030,Beverages,39,96,46,275
1030,3,Product_1030,Packaged Food,21,76,29,271
1030,4,Product_1030,Personal Care,26,60,25,191
1030,5,Product_1030,Beverages,88,85,21,102
1030,6,Product_1030,Beverages,9,67,29,68
1030,7,Product_1030,Beverages,64,70,45,188
1030,8,Product_1030,Packaged Food,77,85,38,44
1030,9,Product_1030,Packaged Food,155,43,30,139
1030,10,Product_1030,Beverages,100,37,33,191
1030,11,Product_1030,Beverages,75,41,15,65
1030,12,Product_1030,Packaged Food,163,41,23,156
1030,13,Product_1030,Packaged Food,99,75,34,125
1030,14,Product_1030,Packaged Food,172,55,29,47
1030,15,Product_1030,Beverages,194,42,41,152
1030,16,Product_1030,Personal Care,196,87,30,133
1030,17,Product_1030,Personal Care,197,31,25,116
1030,18,Product_1030,Beverages,60,90,41,44
1030,19,Product_1030,Packaged Food,168,73,43,290
1030,20,Product_1030,Packaged Food,26,97,24,72
1030,21,Product_1030,Packaged Food,30,36,37,112
1030,22,Product_1030,Beverages,181,81,32,317
1030,23,Product_1030,Packaged Food,34,24,18,314
1030,24,Product_1030,Beverages,152,41,11,354
1030,25,Product_1030,Personal Care,88,91,10,241
1030,26,Product_1030,Personal Care,95,94,48,83
1030,27,Product_1030,Personal Care,156,73,35,45
1030,28,Product_1030,Personal Care,19,65,12,222
1030,29,Product_1030,Personal Care,57,72,10,223
1030,30,Product_1030,Packaged Food,83,89,17,58
1030,31,Product_1030,Personal Care,160,22,44,226
1030,32,Product_1030,Personal Care,107,95,29,138
1030,33,Product_1030,Packaged Food,166,23,28,131
1030,34,Product_1030,Personal Care,172,62,22,217
1030,35,Product_1030,Packaged Food,85,71,31,72
1031,1,Product_1031,Personal Care,199,91,35,269
1031,2,Product_1031,Personal Care,25,42,22,166
1031,3,Product_1031,Personal Care,38,70,21,236
1031,4,Product_1031,Personal Care,182,97,20,183
1031,5,Product_1031,Beverages,154,30,47,127
1031,6,Product_1031,Personal Care,18,83,15,259
1031,7,Product_1031,Packaged Food,169,84,44,261
1031,8,Product_1031,Personal Care,51,66,16,296
1031,9,Product_1031,Personal Care,60,87,34,183
1031,10,Product_1031,Beverages,109,31,46,75
1031,11,Product_1031,Packaged Food,87,99,22,118
1031,12,Product_1031,Packaged Food,117,73,13,104
1031,13,Product_1031,Packaged Food,6,30,37,244
1031,14,Product_1031,Packaged Food,22,47,35,83
1031,15,Product_1031,Packaged Food,96,55,23,363
1031,16,Product_1031,Personal Care,29,36,12,237
1031,17,Product_1031,Beverages,157,64,24,139
1031,18,Product_1031,Packaged Food,178,66,47,349
1031,19,Product_1031,Personal Care,6,41,26,239
1031,20,Product_1031,Packaged Food,168,93,19,335
1031,21,Product_1031,Beverages,51,52,10,265
1031,22,Product_1031,Packaged Food,187,53,13,161
1031,23,Product_1031,Personal Care,3,20,16,207
1031,24,Product_1031,Packaged Food,188,54,17,282
1031,25,Product_1031,Personal Care,35,69,36,61
1031,26,Product_1031,Beverages,120,37,37,45
1031,27,Product_1031,Personal Care,46,78,40,289
1031,28,Product_1031,Packaged Food,16,58,35,68
1031,29,Product_1031,Packaged Food,131,49,39,307
1031,30,Product_1031,Personal Care,65,31,39,321
1031,31,Product_1031,Beverages,89,72,16,282
1031,32,Product_1031,Packaged Food,126,77,35,116
1031,33,Product_1031,Beverages,133,89,17,181
1031,34,Product_1031,Beverages,18,37,40,283
1031,35,Product_1031,Packaged Food,29,61,42,258
1032,1,Product_1032,Beverages,93,46,48,275
1032,2,Product_1032,Packaged Food,75,48,42,264
1032,3,Product_1032,Beverages,116,34,11,209
1032,4,Product_1032,Personal Care,116,63,27,288
1032,5,Product_1032,Personal Care,170,57,46,215
1032,6,Product_1032,Packaged Food,107,78,40,40
1032,7,Product_1032,Personal Care,195,41,11,201
1032,8,Product_1032,Personal Care,133,61,34,214
1032,9,Product_1032,Packaged Food,54,35,40,196
1032,10,Product_1032,Personal Care,118,68,18,179
1032,11,Product_1032,Packaged Food,196,61,41,359
1032,12,Product_1032,Personal Care,38,34,16,152
1032,13,Product_1032,Personal Care,130,29,37,58
1032,14,Product_1032,Personal Care,34,25,21,140
1032,15,Product_1032,Beverages,76,38,12,37
1032,16,Product_1032,Personal Care,121,66,13,208
1032,17,Product_1032,Packaged Food,194,64,17,45
1032,18,Product_1032,Packaged Food,194,28,23,362
1032,19,Product_1032,Packaged Food,70,34,16,131
1032,20,Product_1032,Beverages,168,41,33,142
1032,21,Product_1032,Packaged Food,171,20,19,237
1032,22,Product_1032,Beverages,199,75,34,335
1032,23,Product_1032,Packaged Food,187,45,23,308
1032,24,Product_1032,Personal Care,133,88,34,47
1032,25,Product_1032,Beverages,140,62,23,313
1032,26,Product_1032,Beverages,58,79,37,208
1032,27,Product_1032,Personal Care,159,28,49,249
